City,State,Population Growth Rate,Number of Burgalaries reported,Property Crime Rate,Housing Construction,Mass Markets2,Diverse Workers2,Well-heeled Affluents2
Monticello,Arkansas,0,0,0,0,0.0001,0.000009,0.000072
Monticello,Florida,0,0,0,0,0.0001,0.000012,0.000028
Monticello,Iowa,-0.0001,0,0,0,-0.0001,0.000017,0.000016
Monticello,Utah,-0.0002,0,0,-0.0001,-0.0003,0.000001,0
Montoursville,Pennsylvania,0,0,0,0,0.0001,0.000014,0.00001
Montpelier,Vermont,0,0,0,0.0001,0.0002,0.000011,0.000005
Montpelier,Ohio,0.0001,0,0,0,0.0002,0.000018,0.000026
Montpelier,Idaho,0,0,0,-0.0001,0,0.000009,0.000008
Montrose,Colorado,0,0,0,0,0.0001,0.000069,0.00005
Montrose,Pennsylvania,-0.0001,0,0,-0.0001,-0.0001,0.000002,0.000002
Montvale,New Jersey,0,0,0,-0.0001,0,0,0
Monument,Colorado,0,0,0,0,0.0002,0,0
Moody,Alabama,0.0001,0,0,0,0.0001,0.000031,0.000011
Moonachie,New Jersey,0,0,0,-0.0002,-0.0002,0.000001,0.000011
Moorcroft,Wyoming,0.0003,0,0,0.0001,0.0004,0.000002,0
Moorefield,West Virginia,0,0,0,0.0001,0.0001,0.000011,0.000031
Mooreland,Oklahoma,0.0001,0,0,0.0001,0.0002,0.000001,0.000001
Mooresville,North Carolina,0,0,0,0,0.0002,0.000064,0.000074
Mooresville,Indiana,0,0,0,0,0.0001,0.000091,0.000021
Moose Lake,Minnesota,0,0,0,0.0001,0.0001,0.000002,0.000001
Moosic,Pennsylvania,0.0001,0,0,0,0,0.000003,0.000012
Moraga,California,0.0001,0,0,0,0.0003,0.000001,0
Moran,Kansas,0.0003,0,0,0.0001,0.0004,0.000002,0.000003
Morehead,Kentucky,0,0,0,0,0.0002,0.000038,0.000057
Morehead City,North Carolina,0.0001,0,0,0.0001,0.0002,0.000008,0.000037
Morenci,Michigan,0.0001,0,0,0,0.0001,0.000006,0.000015
Moreno Valley,California,0,0.0001,0.0001,-0.0001,0.0005,0.000174,0.000108
Morgan Hill,California,0,0,0,0,0.0003,0.00002,0
Morganfield,Kentucky,0.0001,0,0,0,0.0002,0.000016,0.000022
Morganton,North Carolina,0,0,0,0,0.0003,0.00006,0.000226
Morgantown,West Virginia,0,0,0,0,0.0003,0.000089,0.000087
Morgantown,Kentucky,0,0,0,0,0.0001,0.00003,0.000044
Moriarty,New Mexico,0.0001,0,0,0.0001,0.0003,0.000015,0.000043
Morrice,Michigan,0,0,0,0.0001,0.0001,0.000015,0
Morrilton,Arkansas,0,0,0,0,0.0001,0.000016,0.000032
Morris,Oklahoma,0.0003,0,0,0.0002,0.0005,0.000005,0.000006
Morris,Alabama,0,0,0,0.0002,0.0002,0.000011,0.000006
Morris,Minnesota,0,0,0,0.0001,0.0001,0.000015,0.000005
Morris,Illinois,0,0,0,0,0,0.000028,0.000014
Morris Plains,New Jersey,0,0,0,0,0.0001,0.000002,0
Morrison,Illinois,-0.0001,0,0,-0.0001,-0.0001,0.000014,0.000008
Morristown,New Jersey,0,0,0,0,0.0004,0.000031,0
Morristown,Tennessee,0,0,0,0,0.0002,0.000034,0.00013
Morrisville,Pennsylvania,0,0,0,0,0.0004,0.000045,0.000019
Morrisville,North Carolina,0.0002,0,0,0,0.0003,0.000018,0
Morro Bay,California,0,0,0,0,0.0001,0.000009,0.000001
Morton,Washington,0.0004,0,0,0.0003,0.0007,0.000001,0.000003
Morton,Illinois,0,0,0,-0.0001,0,0.000014,0.000014
Morton,Pennsylvania,-0.0001,0,0,0,-0.0001,0.000012,0
Morton Grove,Illinois,0,0,0,0,0.0001,0.000008,0
Moscow,Tennessee,0.0003,0,0,0,0.0004,0.000005,0.000009
Moscow,Idaho,0.0001,0,0,0,0.0001,0.000014,0.000009
Moscow,Pennsylvania,0.0001,0,0,0,0.0001,0.000013,0.000001
Moscow Mills,Missouri,0.0001,0,0,0.0002,0.0003,0.000013,0.000005
Moses Lake,Washington,0,0,0,0.0001,0.0003,0.000043,0.000111
Mosinee,Wisconsin,0,0,0,-0.0001,0,0.000043,0.000004
Mossyrock,Washington,-0.0001,0,0,-0.0001,-0.0002,0,0.000002
Moulton,Alabama,0.0001,0,0,0,0.0001,0.000013,0.000066
Moultonborough,New Hampshire,0,0,0,0,0,0.000005,0
Mound City,Missouri,0.0001,0,0,0,0.0001,0,0.000005
Mounds,Oklahoma,0,0,0,0,0,0.000024,0.000002
Moundville,Alabama,0.0002,0,0,0.0002,0.0004,0.000029,0.000007
Mount Airy,North Carolina,0,0,0,0,0.0003,0.000076,0.00015
Mount Angel,Oregon,0.0001,0,0,0,0.0001,0.000007,0.000001
Mount Arlington,New Jersey,0.0001,0,0,0.0001,0.0003,0.000002,0
Mount Carmel,Illinois,0,0,0,0,0,0.000031,0.00002
Mount Carmel,Pennsylvania,0,0,0,0,0,0.00001,0.00002
Mount Carmel,Tennessee,0,0,0,0,0,0.000019,0.000007
Mount Carroll,Illinois,-0.0002,0,0,-0.0001,-0.0002,0.000004,0.000007
Mount Desert,Maine,-0.0002,0,0,-0.0001,-0.0003,0.000002,0
Mount Dora,Florida,0.0001,0,0,0.0001,0.0002,0.000009,0.000055
Mount Ephraim,New Jersey,-0.0001,0,0,0,-0.0001,0.000005,0
Mount Holly,North Carolina,0,0,0,0.0001,0.0001,0.00008,0.000012
Mount Holly Springs,Pennsylvania,0.0002,0,0,0.0002,0.0004,0.000004,0.000003
Mount Hope,West Virginia,-0.0001,0,0,0,-0.0001,0.000003,0.000037
Mount Jackson,Virginia,-0.0001,0,0,0.0001,0.0001,0.000008,0.000007
Mount Jewett,Pennsylvania,0.0001,0,0,-0.0001,0,0,0
Mount Joy,Pennsylvania,0.0001,0,0,0.0001,0.0002,0.000013,0.000004
Mount Juliet,Tennessee,0.0001,0,0,0.0001,0.0003,0.000044,0.000012
Mount Morris,Michigan,0,0,0,0,0,0.00003,0.000097
Mount Olive,North Carolina,0.0002,0,0,0,0.0003,0.000025,0.000045
Mount Olive,Illinois,-0.0001,0,0,-0.0001,-0.0001,0.000004,0.000008
Mount Orab,Ohio,-0.0001,0,0,-0.0001,-0.0001,0.000043,0.000003
Mount Pleasant,South Carolina,0.0001,0,0,0.0001,0.0006,0.000086,0.000002
Mount Pleasant,Utah,0.0002,0,0,0.0001,0.0004,0.000031,0.000009
Mount Pleasant,Michigan,0,0,0,0,0.0001,0.000041,0.000105
Mount Pleasant,Texas,0,0,0,0,0.0001,0.000018,0.000089
Mount Pleasant,Iowa,0,0,0,0,0.0001,0.000015,0.000037
Mount Pleasant,Tennessee,0,0,0,-0.0001,0,0.000018,0.000029
Mount Prospect,Illinois,0,0,0,0,0.0003,0.00005,0.000018
Mount Pulaski,Illinois,0,0,0,0,0,0.000005,0.000001
Mount Rainier,Maryland,0,0,0,-0.0001,-0.0001,0.000008,0.000008
Mount Shasta,California,-0.0001,0,0,0,-0.0001,0.000008,0.000006
Mount Sterling,Kentucky,0.0001,0,0,0,0.0002,0.000033,0.000076
Mount Union,Pennsylvania,0,0,0,-0.0001,0,0.000008,0.000017
Mount Vernon,Washington,0,0,0,0,0.0002,0.000023,0.000067
Mount Vernon,Illinois,0,0,0,0,0.0002,0.000024,0.000092
Mount Vernon,Missouri,0,0,0,0,0.0001,0.000026,0.00002
Mount Vernon,Indiana,0,0,0,0,0,0.000022,0.000018
Mount Vernon,Iowa,0,0,0,0,0,0.000004,0
Mount Vernon,Kentucky,-0.0001,0,0,0,0,0.000003,0.00008
Mount Washington,Kentucky,0.0002,0,0,0.0001,0.0003,0.000025,0.00001
Mountain City,Tennessee,-0.0001,0,0,0,0,0.000004,0.000091
Mountain Grove,Missouri,-0.0001,0,0,0,0,0.000016,0.00002
Mountain Home,Idaho,0,0,0,0,0.0002,0.000064,0.000035
Mountain Home,Arkansas,0,0,0,0,0.0001,0.000026,0.000054
Mountain Lake,Minnesota,-0.0001,0,0,-0.0001,-0.0002,0.000011,0.000002
Mountain Lakes,New Jersey,0,0,0,0.0001,0.0001,0,0
Mountain View,Oklahoma,0.0001,0,0,0.0002,0.0003,0.000001,0.000003
Mountain View,Arkansas,0,0,0,0,0.0001,0.000004,0.000019
Mountain View,Missouri,-0.0001,0,0,-0.0001,-0.0001,0.000012,0.000021
Mountainside,New Jersey,0,0,0,-0.0001,0,0,0
Mountlake Terrace,Washington,0,0,0,0,0.0001,0.00003,0.000001
Mountville,Pennsylvania,-0.0003,0,0,-0.0001,-0.0003,0.000017,0
Moweaqua,Illinois,0,0,0,0.0001,0.0001,0.000003,0.000005
Moxee,Washington,-0.0002,0,0,0,-0.0001,0.000011,0
Mukilteo,Washington,0,0,0,0,0.0002,0.000006,0
Mukwonago,Wisconsin,0,0,0,0,0,0.000024,0.000001
Mulberry,Arkansas,0,0,0,0,0,0.000003,0.000003
Muldraugh,Kentucky,0.0001,0,0,0.0002,0.0003,0.000001,0.000007
Muldrow,Oklahoma,0,0,0,0,0.0001,0.000043,0.00001
Muleshoe,Texas,0.0001,0,0,0,0.0001,0.000009,0.000026
Mulvane,Kansas,0.0001,0,0,0,0.0001,0.000008,0.000004
Muncy,Pennsylvania,0.0001,0,0,0.0001,0.0002,0.000028,0.000017
Munday,Texas,0.0001,0,0,0,0.0001,0.000001,0.000009
Mundelein,Illinois,0,0,0,0.0001,0.0003,0.000056,0.000002
Munford,Tennessee,0.0001,0,0,0,0.0001,0.000028,0.000002
Munfordville,Kentucky,0,0,0,0.0002,0.0002,0.000006,0.000031
Munising,Michigan,0,0,0,0,0,0.000007,0.00001
Munster,Indiana,0,0,0,0,0,0.000014,0.000007
Murfreesboro,Tennessee,0.0001,0.0001,0.0001,0,0.0007,0.000279,0.000175
Murfreesboro,Arkansas,0.0003,0,0,0,0.0003,0.000011,0.000007
Murfreesboro,North Carolina,0.0001,0,0,0.0001,0.0002,0.000003,0.000016
Murphy,North Carolina,0,0,0,0,0.0001,0.000017,0.000067
Murray,Kentucky,0.0001,0,0,0,0.0002,0.000023,0.000069
Murrieta,California,0.0001,0,0,0,0.0002,0.000037,0.000009
Murrysville,Pennsylvania,0,0,0,-0.0001,0,0.000008,0.000001
Muscatine,Iowa,0,0,0,0,0.0002,0.000025,0.000106
Muscle Shoals,Alabama,0,0,0,0,0,0.000025,0.000025
Muskego,Wisconsin,0,0,0,0,0.0001,0.000022,0
Muskegon,Michigan,0,0,0,0,0.0004,0.000142,0.000182
Muskogee,Oklahoma,0,0,0,0,0.0002,0.00005,0.000115
Mustang,Oklahoma,0.0001,0,0,0.0001,0.0002,0.000042,0.000016
Myrtle Beach,South Carolina,0.0001,0,0.0001,0,0.0008,0.000162,0.000299
Nacogdoches,Texas,0,0,0,0,0.0003,0.00013,0.000117
Nags Head,North Carolina,0,0,0,0.0001,0.0001,0.00003,0.000004
Nahant,Massachusetts,0,0,0,-0.0001,-0.0001,0,0
Nampa,Idaho,0.0001,0,0,0.0001,0.0006,0.000223,0.000152
Nanticoke,Pennsylvania,0,0,0,0,0.0001,0.00004,0.000027
Napa,California,0,0,0,0,0.0004,0.00004,0.00008
Naperville,Illinois,0,0,0,0,0.0004,0.000025,0.000001
Naples,Florida,0,0,0,0,0.0012,0.000498,0.000399
Naples,Texas,0.0005,0,0,0.0003,0.0007,0.000003,0.000005
Napoleon,Missouri,0.0003,0,0,0.0001,0.0004,0.000003,0
Napoleon,North Dakota,0,0,0,0.0001,0.0001,0.000001,0
Napoleon,Ohio,0,0,0,0,0,0.00002,0.000019
Nappanee,Indiana,0.0001,0,0,0.0001,0.0002,0.000033,0.000013
Narberth,Pennsylvania,0,0,0,0,0.0001,0,0
Narragansett,Rhode Island,0,0,0,0,0,0.000004,0.000002
Narrows,Virginia,0,0,0,0,0,0.000008,0.000016
Nash,Texas,0.0001,0,0,0,0.0001,0.000011,0.000002
Nashua,New Hampshire,0,0,0,0,0.0004,0.000034,0.000036
Nashville,Tennessee,0,0.001,0.0004,0,0.0037,0.000682,0.001109
Nashville,Arkansas,-0.0001,0,0,0.0001,0,0.000024,0.000028
Nashville,Michigan,0,0,0,0,-0.0001,0.000012,0.000007
Natchez,Mississippi,0,0,0,0,0.0002,0.000028,0.000144
Natchitoches,Louisiana,0.0001,0,0,0,0.0002,0.000022,0.000056
Natick,Massachusetts,0.0001,0,0,0.0001,0.0004,0.000011,0
National City,California,0,0,0,0,0.0003,0.000088,0.000137
National Park,New Jersey,0,0,0,0.0001,0.0001,0.000008,0
Naugatuck,Connecticut,0,0,0,0,0.0001,0.000056,0.000003
Navarre,Ohio,-0.0001,0,0,-0.0001,-0.0001,0.000009,0.000013
Navasota,Texas,0.0001,0,0,0.0002,0.0004,0.000028,0.000018
Nazareth,Pennsylvania,0,0,0,0.0001,0.0002,0.000006,0.000006
Nebraska City,Nebraska,0,0,0,0,0,0.000017,0.000014
Nederland,Texas,0,0,0,0.0001,0.0001,0.000034,0.000017
Needham,Massachusetts,0,0,0,0,0.0002,0.000001,0
Needles,California,0.0001,0,0,0,0.0001,0.000005,0.000022
Needville,Texas,0.0002,0,0,0,0.0003,0.000013,0.000006
Neenah,Wisconsin,0,0,0,0,0.0002,0.00005,0.000072
Negaunee,Michigan,0,0,0,0,0.0001,0.000017,0.000008
Neillsville,Wisconsin,-0.0001,0,0,0,-0.0001,0.000009,0.00001
Nelsonville,Ohio,0,0,0,0,0.0001,0.000005,0.000046
Neodesha,Kansas,-0.0001,0,0,0,0,0.000009,0.000009
Neosho,Missouri,0,0,0,0,0.0001,0.000045,0.000062
Nephi,Utah,0,0,0,0,0,0.000014,0.000004
Neptune Beach,Florida,0,0,0,0,0,0.000011,0.000002
Nescopeck,Pennsylvania,0,0,0,0.0001,0.0001,0.000014,0.000004
Neshkoro,Wisconsin,0,0,0,0,0,0.000004,0.000001
Netcong,New Jersey,0,0,0,-0.0002,-0.0002,0.000005,0.000001
Nevada,Missouri,0,0,0,0.0001,0.0002,0.000009,0.000027
Nevada City,California,-0.0001,0,0,0,-0.0001,0.000013,0.000016
New Albany,Ohio,0.0002,0,0,0.0001,0.0004,0.000024,0.000002
New Albany,Indiana,0,0,0,0,0.0003,0.000076,0.000106
New Athens,Illinois,-0.0002,0,0,0,-0.0001,0.000004,0.000003
New Baltimore,Michigan,0,0,0,0,0.0002,0.000098,0.000031
New Bedford,Massachusetts,0,0.0002,0.0001,0,0.0005,0.000047,0.000206
New Berlin,Pennsylvania,0.0002,0,0,0.0001,0.0003,0.000007,0
New Berlin,Illinois,-0.0002,0,0,-0.0001,-0.0002,0.000004,0
New Bern,North Carolina,0,0,0,0,0.0002,0.000027,0.000072
New Bethlehem,Pennsylvania,-0.0001,0,0,-0.0001,-0.0001,0.000009,0.000005
New Bloomfield,Missouri,0.0001,0,0,0.0002,0.0003,0.000011,0.000002
New Boston,New Hampshire,0,0,0,0,0,0,0
New Boston,Texas,0,0,0,-0.0001,-0.0001,0.000027,0.000022
New Braunfels,Texas,0.0001,0,0,0,0.0004,0.000108,0.000037
New Bremen,Ohio,0.0001,0,0,0,0.0001,0.000009,0.000002
New Brighton,Pennsylvania,0,0,0,-0.0001,0,0.000028,0.000035
New Britain,Connecticut,0,0,0,0,0.0003,0.000156,0.000055
New Brockton,Alabama,-0.0001,0,0,-0.0001,-0.0002,0.000009,0.000005
New Brunswick,New Jersey,0,0,0,0,0.0001,0.000013,0.000031
New Canaan,Connecticut,0,0,0,0,0.0004,0,0
New Castle,Colorado,0.0001,0,0,0.0001,0.0002,0.000009,0.000001
New Castle,Pennsylvania,0,0,0,0,0.0002,0.000087,0.000091
New Castle,Delaware,0,0,0,0,0.0002,0.000056,0.00005
New Concord,Ohio,0.0001,0,0,0.0001,0.0003,0.000012,0.000005
New Cumberland,Pennsylvania,0,0,0,0,0,0.00001,0.000011
New Durham,New Hampshire,0,0,0,0.0002,0.0002,0.000003,0.000001
New Ellenton,South Carolina,0.0006,0,0,0.0003,0.0009,0.000004,0.000004
New Era,Michigan,-0.0001,0,0,-0.0001,-0.0001,0.000005,0.000004
New Florence,Pennsylvania,-0.0001,0,0,-0.0001,-0.0002,0.000003,0.000008
New Florence,Missouri,-0.0003,0,0,-0.0002,-0.0005,0.000002,0.000003
New Franklin,Missouri,0.0002,0,0,0.0001,0.0003,0.000005,0.000005
New Glarus,Wisconsin,0.0001,0,0,0,0.0001,0.000009,0
New Hampton,Iowa,0,0,0,0.0001,0.0001,0.000012,0.000012
New Hampton,New Hampshire,0,0,0,0,0,0.000003,0
New Haven,Connecticut,0,0.0001,0.0001,0,0.0004,0.000028,0.000103
New Haven,Missouri,0,0,0,0.0001,0.0001,0.000005,0.000005
New Haven,Kentucky,0,0,0,0,0,0.000014,0.000017
New Holland,Pennsylvania,0,0,0,0.0001,0.0001,0.000011,0.000003
New Holstein,Wisconsin,0,0,0,-0.0001,-0.0001,0.000017,0.000005
New Hope,Pennsylvania,0,0,0,0,0.0001,0,0
New Hope,Alabama,-0.0001,0,0,0,-0.0001,0.000011,0.000008
New Ipswich,New Hampshire,0,0,0,0,0.0001,0.000002,0
New Johnsonville,Tennessee,-0.0001,0,0,0,-0.0001,0.00001,0.000001
New Kensington,Pennsylvania,0,0,0,0,0.0001,0.000038,0.000041
New Lebanon,Ohio,-0.0001,0,0,-0.0001,-0.0002,0.000012,0.000011
New Lenox,Illinois,0,0,0,0,0,0.000014,0
New Lexington,Ohio,0.0001,0,0,0.0001,0.0003,0.00003,0.000018
New Lisbon,Wisconsin,0,0,0,-0.0001,-0.0001,0.000005,0.000006
New London,Connecticut,0,0,0,0,0.0001,0.000019,0.000016
New London,New Hampshire,0,0,0,0,0,0.000001,0
New London,Wisconsin,0,0,0,0,0,0.00004,0.000016
New Madrid,Missouri,-0.0001,0,0,0,-0.0002,0.000002,0.000009
New Market,Virginia,0.0001,0,0,0.0001,0.0002,0.000003,0.000007
New Market,Tennessee,0,0,0,0,0.0001,0.000022,0.000011
New Milford,New Jersey,0,0,0,0,0.0001,0.000009,0.000013
New Milford,Connecticut,0,0,0,0,0.0001,0.000035,0.000002
New Orleans,Louisiana,0.0001,0.0004,0.0003,0,0.002,0.000487,0.000688
New Philadelphia,Ohio,0,0,0,0,0.0001,0.000019,0.000083
New Philadelphia,Pennsylvania,0,0,0,-0.0002,-0.0002,0.000001,0.000006
New Port Richey,Florida,0,0,0,0,0.0006,0.000039,0.000408
New Prague,Minnesota,0,0,0,0,0.0001,0.000017,0.000005
New Richland,Minnesota,0.0002,0,0,0.0003,0.0005,0.000004,0.000001
New Richmond,Ohio,0,0,0,0.0001,0.0002,0.000016,0.000015
New Richmond,Wisconsin,0,0,0,0,0.0001,0.000035,0.000004
New Smyrna Beach,Florida,0.0001,0,0,0,0.0002,0.000031,0.000051
New Tazewell,Tennessee,0,0,0,0,0.0001,0.00001,0.000041
New Town,North Dakota,0.0002,0,0,0.0001,0.0003,0.000012,0.000002
New Ulm,Minnesota,0,0,0,0,0.0001,0.000022,0.000054
New Washington,Ohio,-0.0001,0,0,-0.0002,-0.0002,0.000005,0.000003
New York,New York,0,0.0029,0.0026,0,0.0146,0.001127,0.001478
Newark,New Jersey,0,0.0002,0.0002,0,0.0014,0.000821,0.000247
Newark,Delaware,0,0,0,0,0.0003,0.000131,0.000039
Newark,Ohio,0,0,0,0,0.0003,0.000091,0.000122
Newark,California,0,0,0,0,0.0001,0.000012,0
Newaygo,Michigan,0.0001,0,0,0.0001,0.0002,0.00004,0.000031
Newbern,Tennessee,0,0,0,0.0001,0.0001,0.000019,0.000019
Newberry,South Carolina,0,0,0,-0.0001,-0.0001,0.000034,0.000034
Newburg,Missouri,-0.0004,0,0,-0.0002,-0.0005,0.000009,0.000006
Newbury,Massachusetts,0.0003,0,0,0.0002,0.0006,0,0
Newbury,New Hampshire,-0.0003,0,0,0,-0.0003,0.000001,0
Newburyport,Massachusetts,0,0,0,0,0,0.000002,0
Newcastle,Oklahoma,0.0001,0,0,0.0003,0.0004,0.000006,0
Newcastle,Wyoming,0,0,0,0,0,0.000017,0.000002
Newcomerstown,Ohio,0,0,0,0,0,0.00001,0.000013
Newfield,New Jersey,-0.0004,0,0,-0.0002,-0.0005,0.00001,0.000001
Newfields,New Hampshire,0,0,0,0,0,0,0
Newington,Connecticut,0,0,0,0,0.0001,0.000031,0
Newkirk,Oklahoma,-0.0001,0,0,0,-0.0001,0.000006,0.000009
Newland,North Carolina,0,0,0,0.0001,0.0002,0.00001,0.000031
Newman,California,0,0,0,0.0001,0.0002,0.000026,0.00001
Newport,Kentucky,0,0,0,0,0.0002,0.000107,0.00007
Newport,North Carolina,0,0,0,0.0001,0.0002,0.00004,0.000032
Newport,Rhode Island,0,0,0,0,0.0002,0.000031,0.00001
Newport,Tennessee,0,0,0,0,0.0002,0.000012,0.000131
Newport,Oregon,0,0,0,0,0,0.00001,0.000009
Newport,Arkansas,-0.0001,0,0,-0.0001,-0.0001,0.000004,0.000039
Newport,New Hampshire,-0.0001,0,0,0,-0.0001,0.000008,0.000009
Newport,Maine,0,0,0,-0.0001,-0.0001,0.000005,0.000006
Newport,Minnesota,0,0,0,-0.0002,-0.0002,0.000009,0
Newport,Vermont,-0.0001,0,0,-0.0002,-0.0002,0.000005,0.000017
Newport Beach,California,0,0,0,0,0.0011,0.000011,0
Newport News,Virginia,0,0.0001,0.0001,0,0.0008,0.00025,0.000261
Newton,Illinois,0.0002,0,0,0.0001,0.0003,0.000012,0.000005
Newton,North Carolina,0,0,0,0,0.0002,0.000055,0.000101
Newton,Massachusetts,0.0001,0,0,0,0.0002,0.000002,0
Newton,New Jersey,0,0,0,0,0.0002,0.000016,0.000008
Newton,New Hampshire,0,0,0,0.0001,0.0001,0,0.000001
Newton,Alabama,0,0,0,0,0.0001,0.000006,0.000006
Newton,Iowa,0,0,0,0,0,0.00001,0.000054
Newton Falls,Ohio,-0.0001,0,0,-0.0001,-0.0001,0.000013,0.000026
Newtown,Pennsylvania,0,0,0,0,0.0004,0.000007,0
Newtown,Connecticut,0,0,0,0,0.0001,0,0
Newville,Pennsylvania,0,0,0,0,0,0.000022,0.000006
Niagara,Wisconsin,0,0,0,0,0,0.000004,0.000013
Niangua,Missouri,-0.0003,0,0,-0.0004,-0.0007,0.000003,0.000005
Niceville,Florida,0.0001,0,0,0,0.0004,0.000029,0.000026
Nicholasville,Kentucky,0,0,0,0,0.0003,0.000072,0.000119
Nichols,South Carolina,0.0007,0,0,0.0003,0.001,0.000003,0.00001
Niles,Michigan,0,0,0,0,0.0002,0.000015,0.000112
Niles,Ohio,0,0,0,0,0.0002,0.000017,0.000113
Niles,Illinois,0,0,0,0,0.0001,0.000039,0.000004
Ninnekah,Oklahoma,0.0002,0,0,0.0001,0.0003,0.000003,0.000002
Niota,Tennessee,0.0001,0,0,0,0.0002,0.000007,0.000015
Nitro,West Virginia,0,0,0,0.0002,0.0002,0.000025,0.000023
Nixa,Missouri,0.0001,0,0,0,0.0002,0.000047,0.00005
Nixon,Texas,-0.0002,0,0,-0.0001,-0.0003,0.000004,0.000013
Noble,Oklahoma,0,0,0,0,0.0001,0.000044,0.000019
Nocona,Texas,0.0001,0,0,0,0.0001,0.000004,0.000019
Noel,Missouri,0,0,0,0,0,0.000005,0.000004
Nogales,Arizona,0,0,0,0,0.0001,0.000015,0.000078
Nokomis,Illinois,-0.0002,0,0,-0.0002,-0.0003,0.000003,0.000014
Nolanville,Texas,0.0001,0,0,0.0002,0.0003,0.000013,0.000002
Nolensville,Tennessee,0.0001,0,0,0.0001,0.0002,0.000004,0
Nome,Alaska,0.0001,0,0,-0.0001,0,0.000002,0.000002
Norco,California,0,0,0,0,0,0.000026,0.000001
Norfolk,Virginia,0,0.0001,0.0002,0,0.001,0.000283,0.000325
Norfolk,Nebraska,0,0,0,0,0.0002,0.000059,0.000084
Norfolk,Massachusetts,0,0,0,0,0.0001,0.000001,0
Normal,Illinois,0,0,0,0.0001,0.0003,0.000072,0.000055
Norman,Oklahoma,0,0,0.0001,0,0.0005,0.000103,0.000215
Norristown,Pennsylvania,0,0,0,0,0.0004,0.00005,0.00006
North,South Carolina,-0.0001,0,0,0,0,0.000004,0.000028
North Adams,Massachusetts,0,0,0,0,0.0001,0.000028,0.000027
North Andover,Massachusetts,0,0,0,0,0.0001,0.000035,0.000001
North Arlington,New Jersey,0,0,0,-0.0001,0,0.000012,0
North Augusta,South Carolina,0,0,0,0,0.0002,0.000057,0.0001
North Aurora,Illinois,0.0001,0,0,0,0.0001,0.000016,0.000004
North Baltimore,Ohio,-0.0001,0,0,-0.0002,-0.0003,0.000016,0.00001
North Bend,Washington,0.0001,0,0,0,0.0001,0.000005,0
North Bend,Oregon,0,0,0,0,0,0.000007,0.000034
North Berwick,Maine,0,0,0,0.0001,0.0001,0.000007,0
North Branch,Minnesota,0,0,0,0,0.0001,0.000036,0
North Branch,Michigan,0,0,0,0,0,0.000032,0.000005
North Branford,Connecticut,0,0,0,0.0001,0.0001,0.000002,0
North Canton,Ohio,0.0001,0,0,0,0.0002,0.000018,0.000056
North Charleston,South Carolina,0.0001,0.0001,0.0001,0,0.0006,0.000091,0.000199
North East,Maryland,0.0002,0,0,0.0002,0.0004,0.000012,0.00002
North Hampton,New Hampshire,0,0,0,-0.0001,0,0.000002,0
North Haven,Connecticut,0,0,0,-0.0001,0.0001,0.000008,0
North Judson,Indiana,0,0,0,-0.0001,-0.0001,0.000007,0.000027
North Kingstown,Rhode Island,0,0,0,0,0.0001,0.000011,0.000006
North Las Vegas,Nevada,0,0.0002,0.0001,0,0.001,0.000522,0.000053
North Liberty,Iowa,0.0001,0,0,0.0001,0.0003,0.000048,0.000002
North Liberty,Indiana,0.0001,0,0,0.0002,0.0003,0.000027,0
North Little Rock,Arkansas,0,0.0001,0.0001,0,0.0005,0.000057,0.000267
North Manchester,Indiana,0,0,0,0.0001,0.0001,0.000006,0.00003
North Miami Beach,Florida,0.0001,0,0,0,0.0004,0.00006,0.000059
North Newton,Kansas,0.0001,0,0,0,0.0001,0.000002,0
North Palm Beach,Florida,0,0,0,0,0.0001,0.000015,0.000018
North Plains,Oregon,-0.0002,0,0,-0.0001,-0.0003,0,0
North Platte,Nebraska,0,0,0,0,0.0002,0.000051,0.000047
North Pole,Alaska,0,0,0,0,0.0001,0.000014,0.000001
North Port,Florida,0,0,0,0,0.0003,0.000129,0.000054
North Prairie,Wisconsin,0,0,0,0.0001,0.0001,0.000001,0
North Providence,Rhode Island,0,0,0,-0.0001,0,0.000026,0.000017
North Reading,Massachusetts,0,0,0,0.0001,0.0003,0.000004,0
North Richland Hills,Texas,0,0,0,0,0.0002,0.000044,0.000035
North Ridgeville,Ohio,0.0001,0,0,0,0.0001,0.000039,0.000003
North Salt Lake,Utah,0.0002,0,0,0.0003,0.0006,0.000053,0.000012
North Sioux City,South Dakota,0,0,0,0.0001,0.0001,0.000008,0
North Smithfield,Rhode Island,0,0,0,-0.0001,0,0.000006,0.000001
North Wales,Pennsylvania,0.0001,0,0,0,0.0004,0.000021,0.000001
North Wilkesboro,North Carolina,-0.0001,0,0,0,0,0.000018,0.000073
Northampton,Pennsylvania,0.0001,0,0,0.0001,0.0002,0.000031,0.000016
Northampton,Massachusetts,0,0,0,0,0.0002,0.000016,0.000011
Northborough,Massachusetts,0,0,0,0,0.0001,0.000001,0
Northbridge,Massachusetts,0.0004,0,0,0.0005,0.0009,0.000003,0
Northbrook,Illinois,0,0,0,0,0.0007,0.000007,0
Northfield,Vermont,0,0,0,0.0001,0.0001,0.000007,0.000002
Northfield,Minnesota,0,0,0,0,0,0.000025,0.000007
Northfield,Ohio,0,0,0,0,0,0.000027,0.000004
Northfield,New Jersey,0,0,0,-0.0001,-0.0001,0.000004,0.000001
Northport,Alabama,0.0001,0,0,0,0.0002,0.00004,0.000017
